url_length,num_dots,num_hyphens,uses_ip_domain,has_at_symbol,uses_https,num_subdomains,suspicious_keyword_count,uses_punycode,domain_entropy,has_password_field,num_forms,external_form_action,num_iframes,external_links_ratio,has_hidden_inputs,label
39,2,2,0,0,1,1,0,0,3.8817,0,0,0,0,0.0,0,1
55,3,3,0,0,1,2,0,0,4.0902,0,0,0,0,0.0,0,1
42,1,0,0,0,1,0,0,0,2.6635,0,0,0,0,0.0,0,1
25,1,1,0,0,1,0,0,0,3.2806,0,0,0,0,0.0,0,0
41,2,0,0,0,1,1,0,0,3.5726,0,0,0,0,0.0,0,1
34,2,0,0,0,1,1,0,0,3.8937,0,0,0,0,0.0,0,1
19,1,0,0,0,1,0,0,0,2.8464,0,0,0,0,0.0,0,0
23,1,0,0,0,1,0,0,0,3.3249,0,0,0,0,0.0,0,0
19,2,0,0,0,1,1,0,0,2.9219,0,0,0,0,0.0,0,0
32,1,0,0,0,1,0,0,0,3.7951,0,0,0,0,0.0,0,0
43,2,1,0,0,1,1,0,0,3.8249,0,0,0,0,0.0,0,1
18,1,0,0,0,1,0,0,0,3.1699,0,0,0,0,0.0,0,0
48,2,1,0,0,1,1,0,0,4.4775,0,0,0,0,0.0,0,1
20,1,0,0,0,1,0,0,0,2.8454,0,0,0,0,0.0,0,0
42,2,0,0,0,1,1,0,0,3.8249,0,0,0,0,0.0,0,1
21,1,1,0,0,1,0,0,0,3.585,0,0,0,0,0.0,0,1
33,2,1,0,0,0,1,0,0,3.9312,0,0,0,0,0.0,0,1
19,1,0,0,0,1,0,0,0,2.9219,0,0,0,0,0.0,0,0
19,1,0,0,0,1,0,0,0,3.1219,0,0,0,0,0.0,0,0
48,2,2,0,0,1,1,0,0,3.9929,0,0,0,0,0.0,0,1
44,2,3,0,0,1,1,0,0,3.8062,0,0,0,0,0.0,0,1
22,1,0,0,0,1,0,0,0,3.2389,0,0,0,0,0.0,0,0
53,1,0,0,0,1,0,0,0,3.3919,0,0,0,0,0.0,0,1
26,1,0,0,0,1,0,0,0,3.1219,0,0,0,0,0.0,0,1
16,1,0,0,0,1,0,0,0,2.8074,0,0,0,0,0.0,0,0
21,1,0,0,0,1,0,0,0,3.1887,0,0,0,0,0.0,0,0
28,1,0,0,0,1,0,0,0,3.5766,0,0,0,0,0.0,0,0
39,2,2,0,0,0,1,0,0,4.007,0,0,0,0,0.0,0,1
42,2,1,0,0,0,1,0,0,4.1287,0,0,0,0,0.0,0,1
56,1,0,0,0,1,0,0,0,2.585,0,0,0,0,0.0,0,1
48,1,0,0,0,0,0,1,0,3.2776,0,0,0,0,0.0,0,1
20,1,0,0,0,1,0,0,0,3.2776,0,0,0,0,0.0,0,0
23,1,0,0,0,1,0,0,0,3.3788,0,0,0,0,0.0,0,1
20,1,0,0,0,1,0,0,0,3.0958,0,0,0,0,0.0,0,0
19,1,0,0,0,1,0,0,0,2.9219,0,0,0,0,0.0,0,0
20,1,0,0,0,1,0,0,0,3.4594,0,0,0,0,0.0,0,0
29,1,0,0,0,1,0,0,0,3.2464,0,0,0,0,0.0,0,0
35,2,0,0,0,0,1,0,0,4.0391,0,0,0,0,0.0,0,1
27,2,0,0,0,0,1,0,0,3.4219,0,0,0,0,0.0,0,1
15,1,0,0,0,1,0,0,0,2.2516,0,0,0,0,0.0,0,0
23,1,0,0,0,1,0,0,0,3.2359,0,0,0,0,0.0,0,0
64,4,2,0,0,1,3,0,0,4.1269,0,0,0,0,0.0,0,1
19,1,0,0,0,1,0,0,0,2.914,0,0,0,0,0.0,0,1
32,1,0,0,0,1,0,0,0,3.9149,0,0,0,0,0.0,0,0
21,1,0,0,0,1,0,0,0,3.085,0,0,0,0,0.0,0,0
20,1,0,0,0,1,0,0,0,2.914,0,0,0,0,0.0,0,0
21,1,0,0,0,1,0,0,0,3.2516,0,0,0,0,0.0,0,0
19,1,0,0,0,1,0,0,0,2.8464,0,0,0,0,0.0,0,0
182,2,0,0,0,1,1,0,0,3.5726,0,0,0,0,0.0,0,1
42,2,1,0,0,1,1,0,0,4.1353,0,0,0,0,0.0,0,1
50,1,0,0,0,1,0,0,0,3.1219,0,0,0,0,0.0,0,1
25,1,0,0,0,1,0,0,0,3.4528,0,0,0,0,0.0,0,0
60,2,4,0,0,0,1,0,0,4.2255,0,0,0,0,0.0,0,1
17,1,0,0,0,1,0,0,0,2.75,0,0,0,0,0.0,0,0
22,1,0,0,0,1,0,0,0,3.3927,0,0,0,0,0.0,0,0
43,2,1,0,0,0,1,0,0,4.2045,0,0,0,0,0.0,0,1
34,2,0,0,0,1,1,0,0,3.7337,0,0,0,0,0.0,0,1
20,1,0,0,0,1,0,0,0,2.8454,0,0,0,0,0.0,0,0
21,1,0,0,0,1,0,0,0,3.4183,0,0,0,0,0.0,0,0
18,1,0,0,0,1,0,0,0,2.9477,0,0,0,0,0.0,0,0
20,1,0,0,0,1,0,0,0,3.2776,0,0,0,0,0.0,0,0
20,1,0,0,0,1,0,0,0,3.2776,0,0,0,0,0.0,0,0
44,2,1,0,0,1,1,0,0,4.2947,0,0,0,0,0.0,0,1
30,1,2,0,0,1,0,0,0,3.6897,0,0,0,0,0.0,0,1
51,2,1,0,0,0,1,0,0,4.1724,0,0,0,0,0.0,0,1
22,1,1,0,0,1,0,0,0,3.5466,0,0,0,0,0.0,0,0
25,1,0,0,0,1,0,0,0,3.25,0,0,0,0,0.0,0,0
31,2,2,0,0,1,1,0,0,3.516,0,0,0,0,0.0,0,1
57,2,1,0,0,1,1,0,0,4.4028,0,0,0,0,0.0,0,1
18,1,0,0,0,1,0,0,0,2.9477,0,0,0,0,0.0,0,0
45,2,2,0,0,1,1,0,0,3.744,0,0,0,0,0.0,0,1
19,1,0,0,0,1,0,0,0,3.1219,0,0,0,0,0.0,0,0
19,2,0,0,0,1,1,0,0,3.1219,0,0,0,0,0.0,0,0
26,2,1,0,0,1,1,0,0,3.5724,0,0,0,0,0.0,0,1
28,1,0,0,0,1,0,0,0,3.6163,0,0,0,0,0.0,0,0
19,1,1,0,0,1,0,0,0,2.9219,0,0,0,0,0.0,0,0
24,1,1,0,0,1,0,0,0,3.6402,0,0,0,0,0.0,0,1
139,1,1,0,0,1,0,0,0,3.3083,0,0,0,0,0.0,0,1
16,1,0,0,0,1,0,0,0,1.9502,0,0,0,0,0.0,0,0
18,1,0,0,0,1,0,0,0,3.1699,0,0,0,0,0.0,0,0
20,1,0,0,0,1,0,0,0,3.4594,0,0,0,0,0.0,0,0
19,1,0,0,0,1,0,0,0,2.914,0,0,0,0,0.0,0,1
24,1,0,0,0,1,0,0,0,3.1396,0,0,0,0,0.0,0,0
42,2,0,0,0,1,1,0,0,4.2256,0,0,0,0,0.0,0,1
49,1,0,0,0,1,0,0,0,2.9477,0,0,0,0,0.0,0,1
47,2,2,0,0,1,1,0,0,4.3135,0,0,0,0,0.0,0,1
43,2,2,0,0,0,1,0,0,3.9647,0,0,0,0,0.0,0,1
21,1,0,0,0,1,0,0,0,3.2516,0,0,0,0,0.0,0,0
29,2,0,0,0,1,1,0,0,3.5842,0,0,0,0,0.0,0,1
20,1,0,0,0,1,0,0,0,3.4594,0,0,0,0,0.0,0,0
20,1,0,0,0,1,0,0,0,3.0958,0,0,0,0,0.0,0,0
30,1,0,0,0,1,0,0,0,3.4992,0,0,0,0,0.0,0,0
19,1,0,0,0,1,0,0,0,3.3219,0,0,0,0,0.0,0,0
19,1,0,0,0,1,0,0,0,3.1219,0,0,0,0,0.0,0,0
34,1,0,0,0,1,0,0,0,3.3788,0,0,0,0,0.0,0,1
42,2,0,0,0,1,1,0,0,4.2108,0,0,0,0,0.0,0,1
20,1,0,0,0,1,0,0,0,2.8454,0,0,0,0,0.0,0,0
35,2,0,0,0,0,1,0,0,3.9947,0,0,0,0,0.0,0,1
18,2,0,0,0,1,1,0,0,2.5033,0,0,0,0,0.0,0,0
18,1,0,0,0,1,0,0,0,3.1699,0,0,0,0,0.0,0,0
39,2,2,0,0,1,1,0,0,3.4266,0,0,0,0,0.0,0,1
18,1,0,0,0,1,0,0,0,2.7255,0,0,0,0,0.0,0,0
46,2,2,0,0,1,1,0,0,3.7181,0,0,0,0,0.0,0,1
31,2,0,0,0,1,1,0,0,3.5726,0,0,0,0,0.0,0,1
48,2,1,0,0,0,1,0,0,4.0506,0,0,0,0,0.0,0,1
25,1,0,0,0,1,0,0,0,3.75,0,0,0,0,0.0,0,0
39,2,2,0,0,0,1,0,0,4.0306,0,0,0,0,0.0,0,1
17,1,0,0,0,1,0,0,0,2.5,0,0,0,0,0.0,0,0
38,2,1,0,0,1,1,0,0,3.6335,0,0,0,0,0.0,0,1
39,2,2,0,0,0,1,0,0,4.0306,0,0,0,0,0.0,0,1
46,2,2,0,0,1,1,0,0,3.744,0,0,0,0,0.0,0,1
21,1,0,0,0,1,0,0,0,2.8554,0,0,0,0,0.0,0,0
26,2,0,0,0,1,1,0,0,3.2928,0,0,0,0,0.0,0,0
17,1,0,0,0,1,0,0,0,3.0,0,0,0,0,0.0,0,0
36,2,0,0,0,1,1,0,0,3.708,0,0,0,0,0.0,0,1
19,1,0,0,0,1,0,0,0,3.1219,0,0,0,0,0.0,0,0
40,2,1,0,0,1,1,0,0,3.4906,0,0,0,0,0.0,0,1
26,2,0,0,0,0,1,0,0,3.5111,0,0,0,0,0.0,0,1
17,1,0,0,0,1,0,0,0,2.75,0,0,0,0,0.0,0,0
21,1,1,0,0,1,0,0,0,3.1887,0,0,0,0,0.0,0,0
20,1,0,0,0,1,0,0,0,3.2776,0,0,0,0,0.0,0,0
19,1,0,0,0,1,0,0,0,2.9219,0,0,0,0,0.0,0,0
32,1,0,0,0,1,0,0,0,3.4594,0,0,0,0,0.0,0,1
64,2,0,0,0,0,1,0,0,4.051,0,0,0,0,0.0,0,1
20,1,0,0,0,1,0,0,0,3.0958,0,0,0,0,0.0,0,0
49,1,0,0,0,1,0,1,0,3.2776,0,0,0,0,0.0,0,1
16,1,0,0,0,1,0,0,0,2.5216,0,0,0,0,0.0,0,0
41,2,0,0,0,1,1,0,0,3.4194,0,0,0,0,0.0,0,1
20,1,0,0,0,1,0,0,0,2.914,0,0,0,0,0.0,0,0
33,2,0,0,0,0,1,0,0,3.5364,0,0,0,0,0.0,0,1
22,1,0,0,0,1,0,0,0,3.0851,0,0,0,0,0.0,0,0
21,1,0,0,0,1,0,0,0,3.4183,0,0,0,0,0.0,0,0
94,2,0,0,0,1,1,0,0,4.1719,0,0,0,0,0.0,0,1
18,1,0,0,0,1,0,0,0,3.1699,0,0,0,0,0.0,0,0
21,1,0,0,0,1,0,0,0,3.2516,0,0,0,0,0.0,0,0
46,2,0,0,0,1,1,0,0,3.7849,0,0,0,0,0.0,0,1
19,1,0,0,0,1,0,0,0,2.371,0,0,0,0,0.0,0,0
37,2,1,0,0,1,1,0,0,3.7951,0,0,0,0,0.0,0,1
41,2,2,0,0,1,1,0,0,4.2417,0,0,0,0,0.0,0,1
44,2,1,0,0,1,1,0,0,4.3649,0,0,0,0,0.0,0,1
36,2,0,0,0,1,1,0,0,3.6619,0,0,0,0,0.0,0,1
87,3,0,0,0,1,2,0,0,3.6711,0,0,0,0,0.0,0,1
18,1,0,0,0,1,0,0,0,3.1699,0,0,0,0,0.0,0,0
16,1,0,0,0,1,0,0,0,2.5216,0,0,0,0,0.0,0,0
24,1,0,0,0,1,0,0,0,3.0566,0,0,0,0,0.0,0,0
31,2,1,0,0,1,1,0,0,3.3232,0,0,0,0,0.0,0,1
42,2,2,0,0,1,1,0,0,3.744,0,0,0,0,0.0,0,1
25,1,0,0,0,1,0,0,0,3.625,0,0,0,0,0.0,0,0
33,1,0,0,0,1,0,0,0,3.6258,0,0,0,0,0.0,0,0
42,2,0,0,0,1,1,0,0,4.173,0,0,0,0,0.0,0,1
15,1,0,0,0,1,0,0,0,2.585,0,0,0,0,0.0,0,0
23,1,1,0,0,1,0,0,0,3.182,0,0,0,0,0.0,0,0
18,1,0,0,0,1,0,0,0,2.6416,0,0,0,0,0.0,0,0
42,1,0,0,0,1,0,0,0,3.0958,0,0,0,0,0.0,0,1
29,1,1,0,0,1,0,0,0,3.4414,0,0,0,0,0.0,0,0
20,1,0,0,0,1,0,0,0,3.2776,0,0,0,0,0.0,0,0
23,1,0,0,0,1,0,0,0,3.3788,0,0,0,0,0.0,0,0
52,2,2,0,0,1,1,0,0,4.1403,0,0,0,0,0.0,0,1
43,1,0,0,0,1,0,0,0,3.4183,0,0,0,0,0.0,0,1
28,1,1,0,0,1,0,0,0,3.5369,0,0,0,0,0.0,0,0
47,2,4,0,0,1,1,0,0,4.1857,0,0,0,0,0.0,0,1
20,1,0,0,0,1,0,0,0,3.0958,0,0,0,0,0.0,0,0
25,1,1,0,0,1,0,0,0,3.5,0,0,0,0,0.0,0,0
42,2,0,0,0,1,1,0,0,4.2714,0,0,0,0,0.0,0,1
75,2,1,0,0,1,1,0,0,3.9553,0,0,0,0,0.0,0,1
67,2,0,0,0,1,1,1,0,3.8144,0,0,0,0,0.0,0,1
25,1,1,0,0,1,0,0,0,3.5778,0,0,0,0,0.0,0,0
21,1,0,0,0,1,0,0,0,2.585,0,0,0,0,0.0,0,0
40,2,2,0,0,1,1,0,0,4.1958,0,0,0,0,0.0,0,1
32,2,0,0,0,1,1,0,0,3.4686,0,0,0,0,0.0,0,1
25,1,1,0,0,1,0,0,0,3.4528,0,0,0,0,0.0,0,0
46,2,0,0,0,1,1,0,0,3.1808,0,0,0,0,0.0,0,1
23,1,0,0,0,1,0,0,0,3.3788,0,0,0,0,0.0,0,0
20,1,0,0,0,1,0,0,0,3.2776,0,0,0,0,0.0,0,0
33,1,0,0,0,1,0,0,0,3.3927,0,0,0,0,0.0,0,1
45,2,1,0,0,0,1,0,0,3.8828,0,0,0,0,0.0,0,1
29,1,0,0,0,1,0,0,0,3.5842,0,0,0,0,0.0,0,0
32,2,0,0,0,0,1,0,0,3.8937,0,0,0,0,0.0,0,1
30,2,1,0,0,1,1,0,0,3.4548,0,0,0,0,0.0,0,1
37,2,0,0,0,0,1,0,0,4.0281,0,0,0,0,0.0,0,1
35,2,1,0,0,0,1,0,0,3.7979,0,0,0,0,0.0,0,1
19,1,0,0,0,1,0,1,0,2.9219,0,0,0,0,0.0,0,0
41,2,0,0,0,1,1,0,0,3.8667,0,0,0,0,0.0,0,1
25,2,0,0,0,1,1,1,0,3.2028,0,0,0,0,0.0,0,1
22,1,0,0,0,1,0,0,0,3.3927,0,0,0,0,0.0,0,0
33,2,1,0,0,0,1,0,0,4.027,0,0,0,0,0.0,0,1
18,1,0,0,0,1,0,0,0,2.7255,0,0,0,0,0.0,0,0
16,1,0,0,0,1,0,0,0,2.5216,0,0,0,0,0.0,0,0
44,2,1,0,0,1,1,0,0,3.954,0,0,0,0,0.0,0,1
39,2,0,0,0,0,1,0,0,3.965,0,0,0,0,0.0,0,1
17,1,0,0,0,1,0,0,0,2.75,0,0,0,0,0.0,0,0
22,2,0,0,0,1,1,0,0,2.8731,0,0,0,0,0.0,0,0
22,1,0,0,0,1,0,0,0,3.2389,0,0,0,0,0.0,0,0
23,1,0,0,0,1,0,0,0,3.3249,0,0,0,0,0.0,0,0
65,4,2,0,0,1,3,0,0,4.1075,0,0,0,0,0.0,0,1
22,2,0,0,0,1,1,0,0,2.8731,0,0,0,0,0.0,0,0
42,1,0,0,0,1,0,0,0,2.8454,0,0,0,0,0.0,0,1
27,1,1,0,0,1,0,0,0,3.6144,0,0,0,0,0.0,0,0
18,1,0,0,0,1,0,0,0,2.7255,0,0,0,0,0.0,0,0
34,2,2,0,0,1,1,0,0,3.7835,0,0,0,0,0.0,0,1
35,2,1,0,0,1,1,0,0,3.4557,0,0,0,0,0.0,0,1
15,1,0,0,0,1,0,0,0,2.585,0,0,0,0,0.0,0,0
21,1,0,0,0,1,0,0,0,3.085,0,0,0,0,0.0,0,0
42,2,0,0,0,1,1,0,0,4.1607,0,0,0,0,0.0,0,1
42,1,0,0,0,1,0,0,0,3.3347,0,0,0,0,0.0,0,1
22,1,0,0,0,1,0,0,0,3.027,0,0,0,0,0.0,0,0
25,1,0,0,0,1,0,0,0,3.25,0,0,0,0,0.0,0,0
18,1,0,0,0,1,0,0,0,2.9477,0,0,0,0,0.0,0,0
29,2,0,0,0,1,1,0,0,3.5842,0,0,0,0,0.0,0,1
34,2,1,0,0,1,1,0,0,3.6391,0,0,0,0,0.0,0,1
19,1,0,0,0,1,0,0,0,2.1219,0,0,0,0,0.0,0,0
28,1,1,0,0,1,0,0,0,3.5369,0,0,0,0,0.0,0,0
43,2,2,0,0,0,1,0,0,4.1252,0,0,0,0,0.0,0,1
19,1,0,0,0,1,0,0,0,3.0958,0,0,0,0,0.0,0,1
51,2,2,0,0,0,1,0,0,4.0249,0,0,0,0,0.0,0,1
42,2,1,0,0,1,1,0,0,4.1375,0,0,0,0,0.0,0,1
19,1,0,0,0,1,0,0,0,2.9219,0,0,0,0,0.0,0,0
24,1,0,0,0,1,0,0,0,3.5069,0,0,0,0,0.0,0,0
21,1,0,0,0,1,0,0,0,3.2516,0,0,0,0,0.0,0,0
15,1,0,0,0,1,0,0,0,2.2516,0,0,0,0,0.0,0,0
21,1,0,0,0,1,0,0,0,2.8554,0,0,0,0,0.0,0,0
22,1,0,0,0,1,0,0,0,3.3927,0,0,0,0,0.0,0,0
22,1,0,0,0,1,0,0,0,3.2389,0,0,0,0,0.0,0,0
21,2,0,0,0,1,1,0,0,3.2516,0,0,0,0,0.0,0,0
26,1,0,0,0,1,0,0,0,3.2195,0,0,0,0,0.0,0,0
45,2,2,0,0,1,1,0,0,4.2255,0,0,0,0,0.0,0,1
18,1,0,0,0,1,0,0,0,3.1699,0,0,0,0,0.0,0,0
26,1,0,0,0,1,0,0,0,3.6169,0,0,0,0,0.0,0,0
29,1,0,0,0,1,0,0,0,3.1087,0,0,0,0,0.0,0,0
20,1,0,0,0,1,0,0,0,3.2776,0,0,0,0,0.0,0,0
41,2,2,0,0,0,1,0,0,3.744,0,0,0,0,0.0,0,1
63,3,3,0,0,0,2,0,0,4.2514,0,0,0,0,0.0,0,1
37,2,0,0,0,1,1,0,0,4.0391,0,0,0,0,0.0,0,1
41,2,1,0,0,0,1,0,0,4.0401,0,0,0,0,0.0,0,1
17,1,0,0,0,1,0,0,0,3.0,0,0,0,0,0.0,0,0
45,2,1,0,0,0,1,0,0,4.4316,0,0,0,0,0.0,0,1
23,1,0,0,0,1,0,0,0,3.6645,0,0,0,0,0.0,0,0
35,2,1,0,0,0,1,0,0,3.709,0,0,0,0,0.0,0,1
23,1,0,0,0,1,0,0,0,3.3249,0,0,0,0,0.0,0,0
40,2,0,0,0,1,1,0,0,3.7775,0,0,0,0,0.0,0,1
39,2,0,0,0,1,1,0,0,3.6444,0,0,0,0,0.0,0,1
18,1,0,0,0,1,0,0,0,3.1699,0,0,0,0,0.0,0,0
24,1,0,0,0,1,0,0,0,3.3232,0,0,0,0,0.0,0,0
17,1,0,0,0,1,0,0,0,2.5,0,0,0,0,0.0,0,0
53,2,1,0,0,1,1,0,0,4.3749,0,0,0,0,0.0,0,1
43,2,2,0,0,1,1,0,0,4.1241,0,0,0,0,0.0,0,1
15,1,0,0,0,1,0,0,0,2.585,0,0,0,0,0.0,0,0
45,3,0,0,0,0,2,0,0,4.234,0,0,0,0,0.0,0,1
17,1,0,0,0,1,0,0,0,3.0,0,0,0,0,0.0,0,0
18,1,0,0,0,1,0,0,0,2.7255,0,0,0,0,0.0,0,0
39,2,0,0,0,1,1,0,0,3.4226,0,0,0,0,0.0,0,1
51,2,3,0,0,0,1,0,0,4.2976,0,0,0,0,0.0,0,1
28,1,0,0,0,1,0,0,0,3.4058,0,0,0,0,0.0,0,0
37,2,0,0,0,1,1,0,0,3.5567,0,0,0,0,0.0,0,1
39,2,1,0,0,0,1,0,0,4.2622,0,0,0,0,0.0,0,1
19,1,0,0,0,1,0,0,0,3.1219,0,0,0,0,0.0,0,0
34,2,0,0,0,1,1,0,0,3.6235,0,0,0,0,0.0,0,1
94,3,0,0,0,1,2,0,0,3.8288,0,0,0,0,0.0,0,1
44,2,0,0,0,0,1,0,0,4.4119,0,0,0,0,0.0,0,1
41,2,2,0,0,1,1,0,0,3.9681,0,0,0,0,0.0,0,1
48,2,0,0,0,1,1,0,0,4.2336,0,0,0,0,0.0,0,1
22,1,0,0,0,1,0,0,0,3.0851,0,0,0,0,0.0,0,0
42,1,2,0,0,1,0,0,0,3.516,0,0,0,0,0.0,0,1
21,1,1,0,0,1,0,0,0,3.1887,0,0,0,0,0.0,0,0
17,1,0,0,0,1,0,0,0,3.0,0,0,0,0,0.0,0,0
19,1,0,0,0,1,0,0,0,3.1219,0,0,0,0,0.0,0,0
14,1,0,0,0,1,0,0,0,2.3219,0,0,0,0,0.0,0,0
34,2,2,0,0,0,1,0,0,3.3838,0,0,0,0,0.0,0,1
37,2,1,0,0,1,1,0,0,3.7979,0,0,0,0,0.0,0,1
43,2,0,0,0,1,1,0,0,4.1607,0,0,0,0,0.0,0,1
20,1,0,0,0,1,0,0,0,2.914,0,0,0,0,0.0,0,1
28,2,1,0,0,0,1,0,0,4.0114,0,0,0,0,0.0,0,1
16,1,0,0,0,1,0,0,0,2.8074,0,0,0,0,0.0,0,0
23,1,0,0,0,1,0,0,0,3.5216,0,0,0,0,0.0,0,0
19,1,0,0,0,1,0,0,0,3.0958,0,0,0,0,0.0,0,1
21,1,0,0,0,1,0,0,0,3.1887,0,0,0,0,0.0,0,0
18,1,0,0,0,1,0,0,0,2.5033,0,0,0,0,0.0,0,0
37,1,0,0,0,1,0,0,0,3.0221,0,0,0,0,0.0,0,1
19,1,0,0,0,1,0,0,0,3.1219,0,0,0,0,0.0,0,0
37,2,1,0,0,0,1,0,0,3.6335,0,0,0,0,0.0,0,1
30,2,0,0,0,1,1,0,0,3.2639,0,0,0,0,0.0,0,1
49,2,1,0,0,1,1,0,0,4.4123,0,0,0,0,0.0,0,1
28,2,0,0,0,1,1,0,0,3.3661,0,0,0,0,0.0,0,0
21,1,0,0,0,1,0,0,0,3.4183,0,0,0,0,0.0,0,0
40,2,0,0,0,0,1,0,0,4.2714,0,0,0,0,0.0,0,1
41,2,2,0,0,1,1,0,0,3.5262,0,0,0,0,0.0,0,1
21,1,0,0,0,1,0,0,0,3.085,0,0,0,0,0.0,0,0
24,1,0,0,0,1,0,0,0,3.4566,0,0,0,0,0.0,0,0
31,2,0,0,0,1,1,0,0,3.6978,0,0,0,0,0.0,0,1
24,1,0,0,0,1,0,0,0,3.5069,0,0,0,0,0.0,0,0
22,1,0,0,0,1,0,0,0,3.3347,0,0,0,0,0.0,0,0
21,1,0,0,0,1,0,0,0,2.8554,0,0,0,0,0.0,0,0
22,2,0,0,0,1,1,0,0,3.0851,0,0,0,0,0.0,0,0
22,1,0,0,0,1,0,0,0,3.027,0,0,0,0,0.0,0,0
25,1,0,0,0,1,0,0,0,3.1219,0,0,0,0,0.0,0,1
21,1,0,0,0,1,0,0,0,2.9183,0,0,0,0,0.0,0,0
20,1,0,0,0,1,0,0,0,3.4594,0,0,0,0,0.0,0,0
51,2,1,0,0,0,1,0,0,4.3237,0,0,0,0,0.0,0,1
37,2,1,0,0,1,1,0,0,3.709,0,0,0,0,0.0,0,1
16,1,0,0,0,1,0,0,0,2.5216,0,0,0,0,0.0,0,0
216,2,1,0,0,1,1,0,0,3.9455,0,0,0,0,0.0,0,1
