url_length,num_dots,num_hyphens,uses_ip_domain,has_at_symbol,uses_https,num_subdomains,suspicious_keyword_count,uses_punycode,domain_entropy,has_password_field,num_forms,external_form_action,num_iframes,external_links_ratio,has_hidden_inputs,label
44,1,2,0,0,1,0,0,0,2.5,0,0,0,0,0.0,0,0
43,2,0,0,0,1,1,0,0,3.837,0,0,0,0,0.0,0,1
38,1,1,0,0,1,0,0,0,2.807,0,0,0,0,0.0,0,0
30,1,0,0,0,1,0,1,0,3.252,0,0,0,0,0.0,0,0
29,1,0,0,0,1,0,0,0,3.459,0,0,0,0,0.0,0,0
43,2,1,0,0,0,1,0,0,3.455,0,0,0,0,0.0,0,1
26,1,0,0,0,1,0,0,0,3.108,0,0,0,0,0.0,0,0
43,1,0,0,0,1,0,0,0,3.252,0,0,0,0,0.0,0,0
23,1,0,0,0,1,0,0,0,2.931,0,0,0,0,0.0,0,0
55,1,2,0,0,1,0,0,0,2.845,0,0,0,0,0.0,0,0
39,2,0,0,0,1,1,0,0,2.725,0,0,0,0,0.0,0,1
54,2,0,0,0,1,1,1,0,3.239,0,0,0,0,0.0,0,1
37,2,1,0,0,0,1,0,0,3.785,0,0,0,0,0.0,0,1
47,1,1,0,0,1,0,0,0,3.14,0,0,0,0,0.0,0,0
39,2,0,0,0,0,1,0,0,3.19,0,0,0,0,0.0,0,1
49,2,0,0,0,1,1,0,0,2.236,0,0,0,0,0.0,0,1
19,1,0,0,0,1,0,0,0,2.642,0,0,0,0,0.0,0,0
23,1,0,0,0,1,0,0,0,3.181,0,0,0,0,0.0,0,0
41,2,0,0,0,1,0,0,0,2.75,0,0,0,0,0.0,0,0
66,1,2,0,0,1,0,0,0,3.698,0,0,0,0,0.0,0,0
54,2,0,0,0,1,1,1,0,3.027,0,0,0,0,0.0,0,1
34,1,0,0,0,1,0,0,0,3.0,0,0,0,0,0.0,0,0
26,2,0,0,0,0,1,0,0,2.948,0,0,0,0,0.0,0,1
54,1,1,0,0,1,0,0,0,2.646,0,0,0,0,0.0,0,0
25,1,0,0,0,1,0,0,0,3.122,0,0,0,0,0.0,0,1
39,2,0,0,0,1,1,0,0,3.122,0,0,0,0,0.0,0,1
133,1,1,0,0,1,0,0,0,3.278,0,0,0,0,0.0,0,1
53,1,1,0,0,1,0,0,0,2.725,0,0,0,0,0.0,0,0
41,1,0,0,0,1,0,0,0,2.948,0,0,0,0,0.0,0,0
57,3,0,0,1,1,1,0,0,2.807,0,0,0,0,0.0,0,1
37,2,2,0,0,1,1,1,0,2.922,0,0,0,0,0.0,0,1
22,1,0,0,0,1,0,0,0,3.085,0,0,0,0,0.0,0,0
48,2,1,0,0,0,1,0,0,4.022,0,0,0,0,0.0,0,1
39,1,2,0,0,1,0,0,0,3.734,0,0,0,0,0.0,0,1
37,1,0,0,0,1,0,0,0,2.585,0,0,0,0,0.0,0,0
21,1,0,0,0,1,0,0,0,3.027,0,0,0,0,0.0,0,0
63,1,0,0,0,1,0,0,0,3.461,0,0,0,0,0.0,0,0
36,2,2,0,0,1,1,0,0,3.252,0,0,0,0,0.0,0,1
34,2,1,0,0,1,1,0,0,2.5,0,0,0,0,0.0,0,1
39,2,0,0,0,0,1,0,0,3.875,0,0,0,0,0.0,0,1
40,2,0,0,0,0,1,0,0,3.875,0,0,0,0,0.0,0,1
36,1,0,0,0,1,0,1,0,3.122,0,0,0,0,0.0,0,0
35,1,0,0,0,1,0,0,0,2.948,0,0,0,0,0.0,0,1
28,1,1,0,0,1,0,0,0,2.922,0,0,0,0,0.0,0,0
19,1,0,0,0,1,0,0,0,2.725,0,0,0,0,0.0,0,0
20,1,0,0,0,1,0,0,0,3.322,0,0,0,0,0.0,0,0
29,1,0,0,0,1,0,0,0,3.116,0,0,0,0,0.0,0,0
39,2,0,0,0,1,1,0,0,2.948,0,0,0,0,0.0,0,1
43,2,1,0,0,0,1,0,0,3.912,0,0,0,0,0.0,0,1
15,1,0,0,0,1,0,0,0,1.922,0,0,0,0,0.0,0,0
23,1,0,0,0,1,0,0,0,3.085,0,0,0,0,0.0,0,0
93,3,0,0,0,1,2,0,0,3.239,0,0,0,0,0.0,0,1
37,2,1,0,0,0,1,0,0,2.732,0,0,0,0,0.0,0,1
58,1,2,0,0,1,0,0,0,3.823,0,0,0,0,0.0,0,0
29,1,0,0,0,1,0,0,0,2.914,0,0,0,0,0.0,0,0
58,1,0,0,0,1,0,0,0,2.722,0,0,0,0,0.0,0,0
48,1,1,0,0,1,0,1,0,3.096,0,0,0,0,0.0,0,0
53,1,2,0,0,1,0,0,0,2.642,0,0,0,0,0.0,0,0
42,2,0,0,0,1,1,0,0,3.578,0,0,0,0,0.0,0,1
31,2,0,0,0,1,1,0,0,2.948,0,0,0,0,0.0,0,1
40,2,1,0,0,1,1,0,0,3.393,0,0,0,0,0.0,0,1
46,1,0,0,0,1,0,0,0,3.323,0,0,0,0,0.0,0,0
319,2,25,0,0,1,1,0,0,3.085,0,0,0,0,0.0,0,1
51,1,2,0,0,1,0,0,0,2.522,0,0,0,0,0.0,0,0
38,1,0,0,0,1,0,1,0,3.252,0,0,0,0,0.0,0,0
45,2,3,0,0,1,1,1,0,3.252,0,0,0,0,0.0,0,1
41,2,2,0,0,1,1,0,0,3.122,0,0,0,0,0.0,0,1
47,1,1,0,0,1,0,1,0,2.646,0,0,0,0,0.0,0,0
37,1,0,0,0,1,0,1,0,3.278,0,0,0,0,0.0,0,0
23,1,0,0,0,1,0,1,0,2.75,0,0,0,0,0.0,0,0
20,1,0,0,0,1,0,0,0,3.122,0,0,0,0,0.0,0,0
20,1,0,0,0,1,0,0,0,3.122,0,0,0,0,0.0,0,0
88,3,0,0,0,1,2,0,0,3.239,0,0,0,0,0.0,0,1
47,2,1,0,0,0,1,0,0,4.089,0,0,0,0,0.0,0,1
41,2,2,0,0,1,1,0,0,3.122,0,0,0,0,0.0,0,1
22,1,1,0,0,1,0,0,0,3.418,0,0,0,0,0.0,0,0
25,1,0,0,0,1,0,0,0,3.107,0,0,0,0,0.0,0,0
208,2,14,0,0,1,1,0,0,3.085,0,0,0,0,0.0,0,1
35,1,1,0,0,1,0,0,0,3.748,0,0,0,0,0.0,0,1
18,1,0,0,0,1,0,0,0,2.75,0,0,0,0,0.0,0,0
42,2,0,0,0,1,1,0,0,2.984,0,0,0,0,0.0,0,1
19,1,0,0,0,1,0,0,0,2.948,0,0,0,0,0.0,0,0
53,2,2,0,0,1,0,0,0,3.0,0,0,0,0,0.0,0,0
40,2,0,0,0,1,1,1,0,2.725,0,0,0,0,0.0,0,1
49,1,0,0,0,1,0,0,0,3.503,0,0,0,0,0.0,0,0
24,1,1,0,0,1,0,1,0,2.725,0,0,0,0,0.0,0,0
40,2,1,0,0,1,1,0,0,3.75,0,0,0,0,0.0,0,1
36,2,0,0,0,1,1,0,0,2.725,0,0,0,0,0.0,0,1
24,1,1,0,0,1,0,0,0,1.585,0,0,0,0,0.0,0,0
42,1,2,0,0,1,0,0,0,3.0,0,0,0,0,0.0,0,0
28,1,0,0,0,1,0,0,0,3.322,0,0,0,0,0.0,0,0
44,2,1,0,0,1,1,0,0,3.827,0,0,0,0,0.0,0,1
24,1,0,0,0,1,0,0,0,2.985,0,0,0,0,0.0,0,0
36,2,1,0,0,0,1,0,0,2.922,0,0,0,0,0.0,0,1
38,2,0,0,0,1,1,0,0,3.393,0,0,0,0,0.0,0,1
37,2,1,0,0,1,0,0,0,3.35,0,0,0,0,0.0,0,1
22,1,0,0,0,1,0,0,0,3.252,0,0,0,0,0.0,0,1
59,1,0,0,0,1,0,0,0,3.096,0,0,0,0,0.0,0,0
44,1,0,0,0,1,0,0,0,3.418,0,0,0,0,0.0,0,1
44,1,2,0,0,1,0,0,0,3.322,0,0,0,0,0.0,0,0
20,1,0,0,0,1,0,0,0,2.922,0,0,0,0,0.0,0,0
64,1,2,0,0,1,0,0,0,3.384,0,0,0,0,0.0,0,0
40,1,0,0,0,1,0,0,0,3.17,0,0,0,0,0.0,0,0
45,1,2,0,0,1,0,0,0,2.948,0,0,0,0,0.0,0,0
42,2,0,0,0,1,1,0,0,3.455,0,0,0,0,0.0,0,1
36,2,0,0,0,1,1,0,0,2.845,0,0,0,0,0.0,0,1
36,1,0,0,0,1,0,0,0,2.646,0,0,0,0,0.0,0,0
32,2,0,0,0,1,1,0,0,2.948,0,0,0,0,0.0,0,1
18,2,0,0,0,1,0,0,0,2.236,0,0,0,0,0.0,0,0
26,1,0,0,0,1,0,0,0,3.0,0,0,0,0,0.0,0,0
31,2,1,0,0,1,1,0,0,2.5,0,0,0,0,0.0,0,1
52,1,1,0,0,1,0,0,0,2.5,0,0,0,0,0.0,0,0
34,2,0,0,0,1,1,0,0,2.725,0,0,0,0,0.0,0,1
22,1,0,0,0,1,0,0,0,2.722,0,0,0,0,0.0,0,1
49,2,1,0,0,1,1,0,0,4.328,0,0,0,0,0.0,0,1
25,1,0,0,0,1,0,0,0,3.64,0,0,0,0,0.0,0,0
37,2,1,0,0,1,1,0,0,3.252,0,0,0,0,0.0,0,1
52,1,0,0,0,1,0,0,0,2.236,0,0,0,0,0.0,0,0
48,2,1,0,0,0,1,0,0,3.97,0,0,0,0,0.0,0,1
388,2,0,0,0,1,0,0,0,3.328,0,0,0,0,0.0,0,1
63,2,1,0,0,1,1,0,0,3.085,0,0,0,0,0.0,0,1
56,1,0,0,0,1,0,0,0,2.664,0,0,0,0,0.0,0,0
52,2,2,0,0,1,0,0,0,3.14,0,0,0,0,0.0,0,0
25,1,0,0,0,1,0,0,0,2.807,0,0,0,0,0.0,0,0
23,2,1,0,0,1,1,0,0,2.725,0,0,0,0,0.0,0,1
52,2,1,0,0,1,0,0,0,2.948,0,0,0,0,0.0,0,0
43,2,2,0,0,0,1,0,0,3.281,0,0,0,0,0.0,0,1
33,2,1,0,0,0,1,0,0,3.17,0,0,0,0,0.0,0,1
33,1,0,0,0,1,0,0,0,2.522,0,0,0,0,0.0,0,0
54,2,2,0,0,1,0,0,0,3.027,0,0,0,0,0.0,0,0
36,1,0,0,0,1,0,1,0,3.122,0,0,0,0,0.0,0,0
40,1,0,0,0,1,0,0,0,2.725,0,0,0,0,0.0,0,0
33,2,1,0,0,1,1,0,0,2.845,0,0,0,0,0.0,0,1
39,2,2,0,0,0,1,0,0,3.122,0,0,0,0,0.0,0,1
20,1,0,0,0,1,0,0,0,2.922,0,0,0,0,0.0,0,0
41,2,0,0,0,1,1,0,0,3.875,0,0,0,0,0.0,0,1
54,1,0,0,0,1,0,0,0,2.252,0,0,0,0,0.0,0,0
41,2,1,0,0,0,1,0,0,3.281,0,0,0,0,0.0,0,1
20,1,0,0,0,1,0,0,0,2.722,0,0,0,0,0.0,0,0
32,2,0,0,0,1,1,0,0,2.5,0,0,0,0,0.0,0,1
22,1,0,0,0,1,0,0,0,2.918,0,0,0,0,0.0,0,0
48,1,1,0,0,1,0,1,0,3.278,0,0,0,0,0.0,0,0
60,2,3,0,0,1,1,0,0,4.265,0,0,0,0,0.0,0,1
44,1,2,0,0,1,0,0,0,3.0,0,0,0,0,0.0,0,0
37,1,0,0,0,1,0,0,0,3.096,0,0,0,0,0.0,0,0
55,2,2,0,0,1,1,0,0,3.382,0,0,0,0,0.0,0,1
53,1,1,0,0,1,0,0,0,2.113,0,0,0,0,0.0,0,0
43,3,0,0,0,0,2,0,0,3.907,0,0,0,0,0.0,0,1
42,2,1,0,0,1,1,0,0,3.252,0,0,0,0,0.0,0,1
25,2,0,0,0,0,1,0,0,2.948,0,0,0,0,0.0,0,1
31,2,2,0,0,0,1,0,0,2.5,0,0,0,0,0.0,0,1
28,2,0,0,0,1,1,0,0,2.948,0,0,0,0,0.0,0,1
53,1,0,0,0,1,0,0,0,3.0,0,0,0,0,0.0,0,0
51,1,0,0,0,1,0,0,0,2.252,0,0,0,0,0.0,0,0
32,1,0,0,0,1,0,0,0,2.896,0,0,0,0,0.0,0,0
49,3,0,0,0,1,1,0,0,3.085,0,0,0,0,0.0,0,1
244,3,1,0,0,1,1,0,0,3.085,0,0,0,0,0.0,0,1
25,1,0,0,0,1,0,0,0,3.507,0,0,0,0,0.0,0,0
67,1,2,0,0,1,0,0,0,3.523,0,0,0,0,0.0,0,0
28,2,1,0,0,1,1,0,0,3.522,0,0,0,0,0.0,0,1
15,1,0,0,0,1,0,0,0,2.322,0,0,0,0,0.0,0,0
58,1,1,0,0,1,0,0,0,3.027,0,0,0,0,0.0,0,0
40,1,0,0,0,1,0,0,0,2.406,0,0,0,0,0.0,0,0
19,1,0,0,0,1,0,0,0,2.922,0,0,0,0,0.0,0,1
53,1,3,0,0,1,0,0,0,3.321,0,0,0,0,0.0,0,0
20,1,0,0,0,1,0,0,0,3.122,0,0,0,0,0.0,0,0
56,2,1,0,0,1,0,0,0,3.239,0,0,0,0,0.0,0,0
29,2,0,0,0,1,1,0,0,3.085,0,0,0,0,0.0,0,1
29,1,0,0,0,1,0,0,0,3.484,0,0,0,0,0.0,0,1
36,1,1,0,0,1,0,0,0,3.419,0,0,0,0,0.0,0,0
19,1,0,0,0,1,0,0,0,2.922,0,0,0,0,0.0,0,1
54,1,2,0,0,1,0,0,0,2.922,0,0,0,0,0.0,0,0
25,1,1,0,0,1,0,0,0,3.374,0,0,0,0,0.0,0,0
41,2,2,0,0,1,1,0,0,3.122,0,0,0,0,0.0,0,1
42,2,0,0,0,0,1,0,0,3.725,0,0,0,0,0.0,0,1
37,2,0,0,0,0,1,0,0,3.393,0,0,0,0,0.0,0,1
25,1,1,0,0,1,0,0,0,3.457,0,0,0,0,0.0,0,0
59,1,0,0,0,1,0,0,0,2.369,0,0,0,0,0.0,0,0
33,2,0,0,0,1,0,0,0,3.418,0,0,0,0,0.0,0,1
25,1,0,0,0,1,0,0,0,2.948,0,0,0,0,0.0,0,1
59,1,2,0,0,1,0,0,0,3.323,0,0,0,0,0.0,0,0
40,2,0,0,0,0,1,0,0,3.875,0,0,0,0,0.0,0,1
31,1,0,0,0,1,0,0,0,3.239,0,0,0,0,0.0,0,0
54,1,2,0,0,1,0,0,0,3.122,0,0,0,0,0.0,0,0
45,3,1,0,0,1,1,1,0,3.027,0,0,0,0,0.0,0,1
40,2,0,0,0,0,1,0,0,3.625,0,0,0,0,0.0,0,1
29,1,0,0,0,1,0,0,0,3.471,0,0,0,0,0.0,0,0
42,1,0,0,0,1,0,0,0,2.922,0,0,0,0,0.0,0,1
43,2,0,0,0,1,1,0,0,3.572,0,0,0,0,0.0,0,1
41,2,2,0,0,1,1,0,0,2.503,0,0,0,0,0.0,0,1
26,2,1,0,0,1,1,0,0,3.17,0,0,0,0,0.0,0,1
41,1,0,0,0,1,0,0,0,2.725,0,0,0,0,0.0,0,0
43,2,1,0,0,1,1,0,0,3.252,0,0,0,0,0.0,0,1
36,2,2,0,0,1,1,0,0,2.5,0,0,0,0,0.0,0,1
56,1,2,0,0,1,0,0,0,3.252,0,0,0,0,0.0,0,0
37,2,2,0,0,1,1,0,0,2.503,0,0,0,0,0.0,0,1
18,1,0,0,0,1,0,0,0,2.5,0,0,0,0,0.0,0,0
32,1,0,0,0,1,0,1,0,2.252,0,0,0,0,0.0,0,0
46,2,2,0,0,0,1,0,0,3.252,0,0,0,0,0.0,0,1
46,2,0,0,0,1,1,0,0,4.011,0,0,0,0,0.0,0,1
17,1,0,0,0,1,0,0,0,2.522,0,0,0,0,0.0,0,0
44,2,0,0,0,1,0,0,0,2.664,0,0,0,0,0.0,0,0
22,1,0,0,0,1,0,0,0,3.085,0,0,0,0,0.0,0,0
39,1,0,0,0,1,0,1,0,3.181,0,0,0,0,0.0,0,0
33,2,0,0,0,1,1,1,0,2.725,0,0,0,0,0.0,0,1
38,2,0,0,0,1,0,1,0,2.664,0,0,0,0,0.0,0,0
41,2,2,0,0,0,1,0,0,3.122,0,0,0,0,0.0,0,1
27,1,1,0,0,1,0,0,0,3.499,0,0,0,0,0.0,0,0
52,1,1,0,0,1,0,0,0,2.5,0,0,0,0,0.0,0,0
43,1,0,0,0,1,0,0,0,3.459,0,0,0,0,0.0,0,1
24,1,0,0,0,0,0,0,0,2.578,0,0,0,0,0.0,0,1
53,1,0,0,0,1,0,0,0,2.322,0,0,0,0,0.0,0,0
29,1,0,0,0,1,0,0,0,2.914,0,0,0,0,0.0,0,0
97,1,0,0,1,1,0,0,0,2.252,0,0,0,0,0.0,0,1
43,2,0,0,0,1,1,0,0,3.837,0,0,0,0,0.0,0,1
38,1,0,0,0,1,0,0,0,2.855,0,0,0,0,0.0,0,0
49,1,2,0,0,1,0,0,0,3.107,0,0,0,0,0.0,0,0
34,1,0,0,0,1,0,0,0,2.75,0,0,0,0,0.0,0,0
35,2,0,0,0,1,1,1,0,2.725,0,0,0,0,0.0,0,1
47,2,1,0,0,1,1,0,0,3.525,0,0,0,0,0.0,0,1
19,1,0,0,0,1,0,0,0,1.837,0,0,0,0,0.0,0,0
61,2,2,0,0,1,0,0,0,3.419,0,0,0,0,0.0,0,0
67,2,0,0,0,1,1,1,0,3.573,0,0,0,0,0.0,0,1
43,2,2,0,0,1,1,0,0,2.642,0,0,0,0,0.0,0,1
40,2,0,0,0,1,1,0,0,2.948,0,0,0,0,0.0,0,1
39,2,1,0,0,0,1,0,0,4.089,0,0,0,0,0.0,0,1
27,1,1,0,0,1,0,0,0,2.725,0,0,0,0,0.0,0,0
24,1,0,0,0,1,0,0,0,3.379,0,0,0,0,0.0,0,0
43,1,0,0,0,1,0,0,0,3.096,0,0,0,0,0.0,0,0
48,2,1,0,0,1,0,0,0,1.922,0,0,0,0,0.0,0,0
54,2,1,0,0,1,0,0,0,2.664,0,0,0,0,0.0,0,0
60,1,0,0,0,1,0,0,0,3.252,0,0,0,0,0.0,0,0
56,1,2,0,0,1,0,0,0,3.085,0,0,0,0,0.0,0,0
21,2,0,0,0,1,0,0,0,3.122,0,0,0,0,0.0,0,0
59,2,1,0,0,1,0,0,0,3.078,0,0,0,0,0.0,0,0
40,2,1,0,0,0,1,0,0,3.75,0,0,0,0,0.0,0,1
18,1,0,0,0,1,0,0,0,3.0,0,0,0,0,0.0,0,0
52,1,2,0,0,1,0,0,0,3.5,0,0,0,0,0.0,0,0
29,1,0,0,0,1,0,0,0,2.971,0,0,0,0,0.0,0,0
20,1,0,0,0,1,0,0,0,3.122,0,0,0,0,0.0,0,0
27,1,0,0,0,1,0,0,0,3.852,0,0,0,0,0.0,0,1
31,2,1,0,0,1,1,0,0,2.725,0,0,0,0,0.0,0,1
32,2,0,0,0,1,1,0,0,2.948,0,0,0,0,0.0,0,1
27,2,0,0,0,1,1,0,0,3.17,0,0,0,0,0.0,0,1
17,1,0,0,0,1,0,0,0,2.807,0,0,0,0,0.0,0,0
29,2,0,0,0,1,1,1,0,2.931,0,0,0,0,0.0,0,1
39,1,0,0,0,1,0,1,0,3.547,0,0,0,0,0.0,0,0
86,2,5,0,0,0,1,0,0,3.875,0,0,0,0,0.0,0,1
49,1,2,0,0,1,0,0,0,3.181,0,0,0,0,0.0,0,0
46,3,1,0,0,0,2,0,0,3.41,0,0,0,0,0.0,0,1
40,2,1,0,0,0,1,0,0,4.022,0,0,0,0,0.0,0,1
26,1,0,0,0,1,0,0,0,3.0,0,0,0,0,0.0,0,0
59,1,0,0,0,1,0,0,0,3.182,0,0,0,0,0.0,0,0
25,1,1,0,0,1,0,0,0,2.236,0,0,0,0,0.0,0,0
39,2,2,0,0,0,1,0,0,3.122,0,0,0,0,0.0,0,1
44,2,0,0,0,0,1,0,0,3.322,0,0,0,0,0.0,0,1
53,1,0,0,0,1,0,0,0,2.322,0,0,0,0,0.0,0,0
46,2,0,0,0,1,1,0,0,4.011,0,0,0,0,0.0,0,1
44,1,1,0,0,1,0,1,0,2.807,0,0,0,0,0.0,0,0
42,1,2,0,0,1,0,0,0,2.5,0,0,0,0,0.0,0,0
27,2,0,0,0,1,1,0,0,3.027,0,0,0,0,0.0,0,1
39,2,2,0,0,0,1,0,0,3.252,0,0,0,0,0.0,0,1
55,1,1,0,0,1,0,1,0,3.281,0,0,0,0,0.0,0,0
19,1,0,0,0,1,0,0,0,2.722,0,0,0,0,0.0,0,1
96,2,7,0,0,1,1,0,0,3.085,0,0,0,0,0.0,0,1
43,1,2,0,0,1,0,0,0,2.948,0,0,0,0,0.0,0,0
29,2,0,0,0,1,1,0,0,2.5,0,0,0,0,0.0,0,1
27,2,0,0,0,0,1,0,0,2.5,0,0,0,0,0.0,0,1
43,1,0,0,0,1,0,0,0,3.278,0,0,0,0,0.0,0,1
51,2,2,0,0,1,1,0,0,3.252,0,0,0,0,0.0,0,1
42,2,1,0,0,1,1,0,0,2.646,0,0,0,0,0.0,0,1
22,1,0,0,0,1,0,0,0,2.918,0,0,0,0,0.0,0,0
42,1,0,0,0,1,0,0,0,3.122,0,0,0,0,0.0,0,1
55,1,3,0,0,1,0,0,0,3.027,0,0,0,0,0.0,0,0
51,1,2,0,0,1,0,0,0,2.807,0,0,0,0,0.0,0,0
27,1,0,0,0,1,0,0,0,2.948,0,0,0,0,0.0,0,0
14,1,0,0,0,1,0,0,0,2.0,0,0,0,0,0.0,0,0
38,1,0,0,0,1,0,0,0,2.914,0,0,0,0,0.0,0,1
39,2,1,0,0,0,1,0,0,3.522,0,0,0,0,0.0,0,1
29,2,0,0,0,1,1,0,0,3.122,0,0,0,0,0.0,0,1
35,2,0,0,0,1,1,0,0,2.725,0,0,0,0,0.0,0,1
40,2,2,0,0,1,1,0,0,2.503,0,0,0,0,0.0,0,1
50,1,1,0,0,1,0,0,0,2.585,0,0,0,0,0.0,0,0
31,1,1,0,0,1,0,0,0,3.393,0,0,0,0,0.0,0,0
38,2,1,0,0,1,1,0,0,2.732,0,0,0,0,0.0,0,1
29,1,1,0,0,1,0,0,0,3.027,0,0,0,0,0.0,0,0
39,1,0,0,0,1,0,0,0,2.25,0,0,0,0,0.0,0,0
45,3,1,0,0,1,1,1,0,3.027,0,0,0,0,0.0,0,1
43,1,2,0,0,1,0,0,0,2.948,0,0,0,0,0.0,0,0
40,2,1,0,0,0,1,0,0,3.97,0,0,0,0,0.0,0,1
70,3,3,0,0,1,1,0,0,2.948,0,0,0,0,0.0,0,1
52,2,4,0,0,1,1,0,0,3.252,0,0,0,0,0.0,0,1
33,2,0,0,0,1,0,1,0,3.22,0,0,0,0,0.0,0,0
26,1,0,0,0,1,0,1,0,3.278,0,0,0,0,0.0,0,0
39,2,2,0,0,0,1,0,0,3.122,0,0,0,0,0.0,0,1
35,2,0,0,0,1,1,0,0,2.984,0,0,0,0,0.0,0,1
21,1,0,0,0,1,0,0,0,2.914,0,0,0,0,0.0,0,0
51,1,1,0,0,1,0,1,0,3.325,0,0,0,0,0.0,0,0
34,2,1,0,0,1,1,0,0,2.5,0,0,0,0,0.0,0,1
24,1,0,0,0,1,0,0,0,3.379,0,0,0,0,0.0,0,0
27,1,0,0,0,1,0,1,0,3.189,0,0,0,0,0.0,0,0
26,1,0,0,0,1,0,1,0,2.664,0,0,0,0,0.0,0,0
22,2,0,0,0,1,0,0,0,2.914,0,0,0,0,0.0,0,0
27,1,0,0,0,1,0,1,0,2.855,0,0,0,0,0.0,0,0
45,2,1,0,0,0,1,0,0,4.011,0,0,0,0,0.0,0,1
56,1,0,0,0,1,0,0,0,2.732,0,0,0,0,0.0,0,0
54,1,1,0,0,1,0,0,0,3.322,0,0,0,0,0.0,0,0
41,2,3,0,0,0,1,0,0,3.252,0,0,0,0,0.0,0,1
32,2,0,0,0,0,1,0,0,3.875,0,0,0,0,0.0,0,1
24,1,1,0,0,1,0,0,0,2.252,0,0,0,0,0.0,0,0
45,2,2,0,0,1,1,0,0,3.122,0,0,0,0,0.0,0,1
33,2,0,0,0,0,1,0,0,3.578,0,0,0,0,0.0,0,1
43,1,2,0,0,1,0,0,0,2.948,0,0,0,0,0.0,0,0
30,2,0,0,0,1,1,0,0,3.252,0,0,0,0,0.0,0,1
34,1,1,0,0,1,0,0,0,3.0,0,0,0,0,0.0,0,0
18,1,0,0,0,1,0,0,0,2.75,0,0,0,0,0.0,0,0
33,1,1,0,0,1,0,0,0,3.507,0,0,0,0,0.0,0,0
48,2,1,0,0,1,0,1,0,2.646,0,0,0,0,0.0,0,0
216,2,14,0,0,1,1,0,0,3.085,0,0,0,0,0.0,0,1
